model,category,item,attributes,attribute_scores,basic_measure,log_measure,frequency
gpt-5.2,Fruit,casaba melon,"['firm', 'fibrous', 'mild-scented', 'oblong', 'netless', 'large', 'cool', 'yellow', 'golden', 'bumpy', 'hydrating', 'rough', 'mottled', 'oval', 'perishable', 'mildly sweet', 'wrinkled', 'heavy', 'ripe', 'musky', 'greenish', 'hard-rinded', 'bulbous', 'edible', 'pale-yellow', 'tender', 'seedy', 'juicy', 'mildly-sweet', 'nutritious', 'thick-skinned', 'creamy', 'fragrant', 'moist', 'fleshy', 'ridged', 'waxy', 'sweet', 'unripe', 'seeded', 'honeyed', 'pale', 'mature', 'crisp', 'fresh', 'succulent', 'aromatic', 'seasonal', 'dense', 'refreshing']","[np.int64(16), np.int64(10), np.int64(1), np.int64(6), np.int64(1), np.int64(4), np.int64(4), np.int64(5), np.int64(6), np.int64(2), np.int64(5), np.int64(1), np.int64(6), np.int64(9), np.int64(14), np.int64(1), np.int64(6), np.int64(6), np.int64(15), np.int64(3), np.int64(2), np.int64(2), np.int64(2), np.int64(17), np.int64(1), np.int64(9), np.int64(13), np.int64(16), np.int64(1), np.int64(9), np.int64(9), np.int64(4), np.int64(17), np.int64(8), np.int64(9), np.int64(1), np.int64(7), np.int64(14), np.int64(8), np.int64(5), np.int64(2), np.int64(4), np.int64(1), np.int64(10), np.int64(17), np.int64(10), np.int64(18), np.int64(12), np.int64(4), np.int64(10)]",363,81.5553976737088,2
gpt-5.2,Fruit,cherry,"['firm', 'red', 'tangy', 'ruby', 'blemished', 'thin-skinned', 'sugary', 'small', 'stone-fruited', 'perishable', 'flavorful', 'spherical', 'glossy', 'orchard-grown', 'soft', 'ripe', 'shiny', 'bite-sized', 'plump', 'round', 'bruisable', 'edible', 'pitted', 'crimson', 'smooth', 'tender', 'stem-bearing', 'antioxidant-rich', 'vitamin-rich', 'stemmed', 'juicy', 'delicate', 'nutritious', 'dark red', 'tart', 'acidic', 'fragrant', 'summery', 'vibrant', 'sour', 'scarlet', 'fleshy', 'sweet', 'tree-grown', 'cultivated', 'seeded', 'pulpy', 'wild', 'sticky', 'fresh', 'succulent', 'aromatic', 'seasonal', 'luscious']","[np.int64(16), np.int64(7), np.int64(12), np.int64(3), np.int64(3), np.int64(11), np.int64(3), np.int64(12), np.int64(1), np.int64(14), np.int64(11), np.int64(8), np.int64(13), np.int64(2), np.int64(10), np.int64(15), np.int64(7), np.int64(5), np.int64(8), np.int64(12), np.int64(2), np.int64(17), np.int64(3), np.int64(3), np.int64(10), np.int64(9), np.int64(1), np.int64(6), np.int64(11), np.int64(6), np.int64(16), np.int64(9), np.int64(9), np.int64(1), np.int64(13), np.int64(12), np.int64(17), np.int64(2), np.int64(6), np.int64(7), np.int64(3), np.int64(9), np.int64(14), np.int64(2), np.int64(3), np.int64(5), np.int64(12), np.int64(4), np.int64(6), np.int64(17), np.int64(10), np.int64(18), np.int64(12), np.int64(1)]",449,100.08272845159279,30
gpt-5.2,Fruit,grape,"['firm', 'red', 'fibrous', 'dark', 'tangy', 'bunching', 'opaque', 'cool', 'thin-skinned', 'sugary', 'black', 'golden', 'bloom-covered', 'hydrating', 'mottled', 'seedless', 'oval', 'small', 'perishable', 'vine-grown', 'flavorful', 'wrinkled', 'purple', 'spherical', 'glossy', 'fruity', 'raisin-like', 'soft', 'ripe', 'shiny', 'bite-sized', 'plump', 'round', 'edible', 'squishy', 'smooth', 'tender', 'antioxidant-rich', 'vitamin-rich', 'stemmed', 'snackable', 'juicy', 'delicate', 'nutritious', 'natural', 'thick-skinned', 'acidic', 'tart', 'dried', 'fragrant', 'light', 'watery', 'chilled', 'green', 'fleshy', 'waxy', 'translucent', 'sweet', 'unripe', 'pulpy', 'seeded', 'pale', 'low-calorie', 'shriveled', 'speckled', 'crisp', 'fresh', 'succulent', 'sticky', 'aromatic', 'clustered', 'refreshing']","[np.int64(16), np.int64(7), np.int64(10), np.int64(3), np.int64(12), np.int64(1), np.int64(1), np.int64(4), np.int64(11), np.int64(3), np.int64(1), np.int64(6), np.int64(2), np.int64(5), np.int64(6), np.int64(3), np.int64(9), np.int64(12), np.int64(14), np.int64(2), np.int64(11), np.int64(6), np.int64(2), np.int64(8), np.int64(13), np.int64(4), np.int64(1), np.int64(10), np.int64(15), np.int64(7), np.int64(5), np.int64(8), np.int64(12), np.int64(17), np.int64(1), np.int64(10), np.int64(9), np.int64(6), np.int64(11), np.int64(6), np.int64(1), np.int64(16), np.int64(9), np.int64(9), np.int64(6), np.int64(9), np.int64(12), np.int64(13), np.int64(5), np.int64(17), np.int64(2), np.int64(5), np.int64(2), np.int64(8), np.int64(9), np.int64(7), np.int64(2), np.int64(14), np.int64(8), np.int64(12), np.int64(5), np.int64(4), np.int64(2), np.int64(2), np.int64(6), np.int64(10), np.int64(17), np.int64(10), np.int64(6), np.int64(18), np.int64(4), np.int64(10)]",550,127.59128358396057,30
gpt-5.2,Fruit,hazelnut,"['firm', 'fibrous', 'brittle', 'woody', 'skinned', 'smooth-shelled', 'hard-shelled', 'golden', 'dry', 'protein-rich', 'toasty', 'spreadable', 'oval', 'small', 'flavorful', 'allergenic', 'wrinkled', 'versatile', 'ripe', 'mild', 'buttery', 'toasted', 'crunchy', 'round', 'peeled', 'edible', 'smooth', 'vitamin-rich', 'unshelled', 'earthy', 'fatty', 'nutritious', 'kernel-like', 'natural', 'creamy', 'calorie-dense', 'fragrant', 'roasted', 'whole', 'sweet', 'shelled', 'raw', 'nutty', 'oily', 'tan', 'crisp', 'fresh', 'pale', 'speckled', 'aromatic', 'compact', 'mineral-rich', 'dense', 'praline-like', 'brown', 'rich']","[np.int64(16), np.int64(10), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(6), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(9), np.int64(12), np.int64(11), np.int64(1), np.int64(6), np.int64(4), np.int64(15), np.int64(4), np.int64(2), np.int64(1), np.int64(4), np.int64(12), np.int64(3), np.int64(17), np.int64(10), np.int64(11), np.int64(1), np.int64(2), np.int64(1), np.int64(9), np.int64(1), np.int64(6), np.int64(4), np.int64(1), np.int64(17), np.int64(2), np.int64(2), np.int64(14), np.int64(1), np.int64(7), np.int64(1), np.int64(2), np.int64(2), np.int64(10), np.int64(17), np.int64(4), np.int64(6), np.int64(18), np.int64(1), np.int64(1), np.int64(4), np.int64(1), np.int64(2), np.int64(1)]",303,65.0574853557921,3
gpt-5.2,Fruit,jabuticaba,"['firm', 'dark', 'tangy', 'astringent', 'translucent-fleshed', 'berry-like', 'tropical', 'brazilian', 'cauliflorous', 'small', 'perishable', 'mildly acidic', 'spherical', 'glossy', 'gelatinous', 'blackish-purple', 'ripe', 'fruiting', 'round', 'edible', 'trunk-growing', 'seedy', 'purplish', 'exotic', 'juicy', 'delicate', 'thick-skinned', 'tart', 'fragrant', 'native', 'translucent', 'sweet', 'tree-grown', 'pulpy', 'grape-like', 'blackish', 'smooth-skinned', 'fresh', 'succulent', 'aromatic', 'seasonal', 'clustered']","[np.int64(16), np.int64(3), np.int64(12), np.int64(7), np.int64(1), np.int64(4), np.int64(2), np.int64(1), np.int64(1), np.int64(12), np.int64(14), np.int64(1), np.int64(8), np.int64(13), np.int64(1), np.int64(1), np.int64(15), np.int64(1), np.int64(12), np.int64(17), np.int64(1), np.int64(13), np.int64(1), np.int64(1), np.int64(16), np.int64(9), np.int64(9), np.int64(13), np.int64(17), np.int64(1), np.int64(2), np.int64(14), np.int64(2), np.int64(12), np.int64(1), np.int64(1), np.int64(5), np.int64(17), np.int64(10), np.int64(18), np.int64(12), np.int64(4)]",321,63.32320181962518,16
gpt-5.2,Fruit,lemon,"['firm', 'candied', 'fibrous', 'tangy', 'astringent', 'oblong', 'yellow', 'cleansing', 'bitter', 'zesty', 'golden', 'bumpy', 'thin-skinned', 'bright', 'oval', 'organic', 'small', 'perishable', 'flavorful', 'versatile', 'glossy', 'heavy', 'pithy', 'ripe', 'greenish', 'pickled', 'edible', 'smooth', 'antioxidant-rich', 'vitamin-rich', 'seedy', 'piquant', 'citrus', 'pungent', 'preserved', 'juicy', 'natural', 'thick-skinned', 'acidic', 'tart', 'fragrant', 'peelable', 'medium-sized', 'vibrant', 'moist', 'sour', 'sharp', 'waxy', 'concentrated', 'textured', 'unripe', 'pulpy', 'dimpled', 'pale', 'raw', 'sticky', 'culinary', 'fresh', 'aromatic', 'seasonal', 'refreshing']","[np.int64(16), np.int64(1), np.int64(10), np.int64(12), np.int64(7), np.int64(6), np.int64(5), np.int64(1), np.int64(4), np.int64(5), np.int64(6), np.int64(2), np.int64(11), np.int64(6), np.int64(9), np.int64(4), np.int64(12), np.int64(14), np.int64(11), np.int64(4), np.int64(13), np.int64(6), np.int64(2), np.int64(15), np.int64(2), np.int64(1), np.int64(17), np.int64(10), np.int64(6), np.int64(11), np.int64(13), np.int64(1), np.int64(2), np.int64(1), np.int64(1), np.int64(16), np.int64(6), np.int64(9), np.int64(12), np.int64(13), np.int64(17), np.int64(3), np.int64(3), np.int64(6), np.int64(8), np.int64(7), np.int64(4), np.int64(7), np.int64(1), np.int64(2), np.int64(8), np.int64(12), np.int64(4), np.int64(4), np.int64(7), np.int64(6), np.int64(3), np.int64(17), np.int64(18), np.int64(12), np.int64(10)]",462,105.47238253243313,30
gpt-5.2,Fruit,medlar,"['grainy', 'astringent', 'woody', 'old-fashioned', 'drought-tolerant', 'white-flowered', 'uncommon', 'ripe', 'bletted', 'mushy', 'pome-like', 'tart', 'eurasian', 'deciduous', 'wild', 'speckled', 'thorny', 'wintery', 'thin-skinned', 'bitter', 'leathery', 'small', 'pear-like', 'wrinkled', 'gnarled', 'heirloom', 'rustic', 'gritty', 'seedy', 'russet', 'pink-tinged', 'russeted', 'creamy', 'sour', 'traditional', 'caramel-like', 'sweet', 'jammy', 'pulpy', 'thornless', 'shriveled', 'autumnal', 'aromatic', 'firm', 'cold-tolerant', 'perishable', 'ornamental', 'apple-like', 'hardy', 'round', 'edible', 'temperate', 'fragrant', 'medlar-like', 'floral', 'overripe', 'bruised', 'tan', 'seasonal', 'date-like', 'tannic', 'brown', 'fibrous', 'ancient', 'obscure', 'spicy', 'mottled', 'oval', 'slow-growing', 'soft', 'musky', 'blettable', 'earthy', 'acidic', 'complex', 'hard', 'tawny', 'flowering']","[np.int64(3), np.int64(7), np.int64(3), np.int64(1), np.int64(2), np.int64(1), np.int64(1), np.int64(15), np.int64(1), np.int64(2), np.int64(1), np.int64(13), np.int64(1), np.int64(2), np.int64(4), np.int64(6), np.int64(2), np.int64(1), np.int64(11), np.int64(4), np.int64(1), np.int64(12), np.int64(1), np.int64(6), np.int64(1), np.int64(2), np.int64(1), np.int64(2), np.int64(13), np.int64(1), np.int64(1), np.int64(2), np.int64(4), np.int64(7), np.int64(1), np.int64(1), np.int64(14), np.int64(2), np.int64(12), np.int64(1), np.int64(2), np.int64(2), np.int64(18), np.int64(16), np.int64(2), np.int64(14), np.int64(2), np.int64(1), np.int64(2), np.int64(12), np.int64(17), np.int64(2), np.int64(17), np.int64(1), np.int64(3), np.int64(3), np.int64(3), np.int64(2), np.int64(12), np.int64(1), np.int64(1), np.int64(2), np.int64(10), np.int64(1), np.int64(1), np.int64(2), np.int64(6), np.int64(9), np.int64(1), np.int64(10), np.int64(3), np.int64(1), np.int64(2), np.int64(12), np.int64(2), np.int64(3), np.int64(1), np.int64(2)]",367,81.04948544959701,20
gpt-5.2,Fruit,orange,"['firm', 'fibrous', 'tangy', 'segmented', 'zesty', 'bright', 'seedless', 'pebbled', 'perishable', 'spherical', 'glossy', 'heavy', 'pithy', 'ripe', 'orange-colored', 'plump', 'round', 'edible', 'vitamin-rich', 'messy', 'seedy', 'citrus', 'juicy', 'nutritious', 'thick-skinned', 'acidic', 'tart', 'peelable', 'fragrant', 'moist', 'vibrant', 'fleshy', 'sweet', 'textured', 'pulpy', 'seeded', 'dimpled', 'portable', 'sticky', 'fresh', 'succulent', 'aromatic', 'refreshing']","[np.int64(16), np.int64(10), np.int64(12), np.int64(1), np.int64(5), np.int64(6), np.int64(3), np.int64(1), np.int64(14), np.int64(8), np.int64(13), np.int64(6), np.int64(2), np.int64(15), np.int64(1), np.int64(8), np.int64(12), np.int64(17), np.int64(11), np.int64(2), np.int64(13), np.int64(2), np.int64(16), np.int64(9), np.int64(9), np.int64(12), np.int64(13), np.int64(3), np.int64(17), np.int64(8), np.int64(6), np.int64(9), np.int64(14), np.int64(2), np.int64(12), np.int64(5), np.int64(4), np.int64(2), np.int64(6), np.int64(17), np.int64(10), np.int64(18), np.int64(10)]",380,82.12664621827867,30
gpt-5.2,Fruit,pepino,"['firm', 'oblong', 'cool', 'thin-skinned', 'hydrating', 'refreshing', 'cylindrical', 'sliced', 'mild', 'crunchy', 'edible', 'smooth', 'seedy', 'juicy', 'elongated', 'watery', 'green', 'slightly sweet', 'raw', 'crisp', 'fresh', 'vegetal', 'aromatic', 'slightly bitter']","[np.int64(16), np.int64(6), np.int64(4), np.int64(11), np.int64(5), np.int64(10), np.int64(1), np.int64(3), np.int64(4), np.int64(4), np.int64(17), np.int64(10), np.int64(13), np.int64(16), np.int64(2), np.int64(5), np.int64(8), np.int64(2), np.int64(7), np.int64(10), np.int64(17), np.int64(1), np.int64(18), np.int64(1)]",191,41.65235251770927,10
gpt-5.2,Fruit,sour cherry,"['firm', 'mouthwatering', 'red', 'tangy', 'astringent', 'ruby', 'puckery', 'sweet-sour', 'thin-skinned', 'zesty', 'mouth-puckering', 'bright', 'small', 'perishable', 'flavorful', 'pit-bearing', 'versatile', 'glossy', 'nutrient-rich', 'fruity', 'ruby-colored', 'soft', 'ripe', 'shiny', 'cooked', 'bite-sized', 'intense', 'plump', 'round', 'edible', 'pitted', 'smooth', 'crimson', 'tender', 'antioxidant-rich', 'vitamin-rich', 'stemmed', 'stone-fruit', 'preservable', 'juicy', 'delicate', 'natural', 'acidic', 'tart', 'fragrant', 'vibrant', 'sour', 'sharp', 'syrupy', 'fleshy', 'jammy', 'pulpy', 'sweet-tart', 'raw', 'smooth-skinned', 'fresh', 'succulent', 'delicate-skinned', 'aromatic', 'seasonal', 'culinary', 'crisp', 'deep-red', 'bakeable', 'refreshing']","[np.int64(16), np.int64(1), np.int64(7), np.int64(12), np.int64(7), np.int64(3), np.int64(1), np.int64(1), np.int64(11), np.int64(5), np.int64(1), np.int64(6), np.int64(12), np.int64(14), np.int64(11), np.int64(1), np.int64(4), np.int64(13), np.int64(1), np.int64(4), np.int64(1), np.int64(10), np.int64(15), np.int64(7), np.int64(3), np.int64(5), np.int64(2), np.int64(8), np.int64(12), np.int64(17), np.int64(3), np.int64(10), np.int64(3), np.int64(9), np.int64(6), np.int64(11), np.int64(6), np.int64(1), np.int64(1), np.int64(16), np.int64(9), np.int64(6), np.int64(12), np.int64(13), np.int64(17), np.int64(6), np.int64(7), np.int64(4), np.int64(1), np.int64(9), np.int64(2), np.int64(12), np.int64(1), np.int64(7), np.int64(5), np.int64(17), np.int64(10), np.int64(3), np.int64(18), np.int64(12), np.int64(3), np.int64(10), np.int64(1), np.int64(1), np.int64(10)]",473,105.35287494117414,3
gpt-5.2,Fruit,tomato,"['bland', 'canned', 'large', 'blemished', 'yellow', 'orange', 'bright', 'unpeeled', 'vine-grown', 'flavorful', 'ripe', 'shiny', 'bite-sized', 'mild', 'cherry', 'chopped', 'grape', 'juicy', 'mushy', 'nutritious', 'grilled', 'watery', 'tart', 'vibrant', 'fleshy', 'unripe', 'speckled', 'crisp', 'fresh', 'garden-fresh', 'thin-skinned', 'colorful', 'organic', 'pink', 'sliced', 'small', 'wrinkled', 'roma', 'heirloom', 'underripe', 'peeled', 'vitamin-rich', 'seedy', 'thick-skinned', 'dried', 'moist', 'green', 'mealy', 'sweet', 'pulpy', 'raw', 'calyx-topped', 'succulent', 'aromatic', 'firm', 'red', 'perishable', 'hybrid', 'purple', 'spherical', 'glossy', 'pureed', 'pear-shaped', 'sun-dried', 'plump', 'round', 'edible', 'smooth', 'tender', 'savory', 'stemmed', 'delicate', 'fragrant', 'beefsteak', 'overripe', 'homegrown', 'sun-ripened', 'bruised', 'umami', 'crushed', 'seasonal', 'lobed', 'tangy', 'oblong', 'robust', 'hydrating', 'mottled', 'oval', 'saucy', 'soft', 'cooked', 'medium', 'stewed', 'vine-ripened', 'acidic', 'diced', 'roasted', 'pesticide-free', 'green-shouldered', 'striped']","[np.int64(2), np.int64(2), np.int64(4), np.int64(3), np.int64(5), np.int64(1), np.int64(6), np.int64(2), np.int64(2), np.int64(11), np.int64(15), np.int64(7), np.int64(5), np.int64(4), np.int64(1), np.int64(1), np.int64(1), np.int64(16), np.int64(2), np.int64(9), np.int64(1), np.int64(5), np.int64(13), np.int64(6), np.int64(9), np.int64(8), np.int64(6), np.int64(10), np.int64(17), np.int64(1), np.int64(11), np.int64(1), np.int64(4), np.int64(1), np.int64(3), np.int64(12), np.int64(6), np.int64(1), np.int64(2), np.int64(2), np.int64(3), np.int64(11), np.int64(13), np.int64(9), np.int64(5), np.int64(8), np.int64(8), np.int64(2), np.int64(14), np.int64(12), np.int64(7), np.int64(1), np.int64(10), np.int64(18), np.int64(16), np.int64(7), np.int64(14), np.int64(1), np.int64(2), np.int64(8), np.int64(13), np.int64(1), np.int64(2), np.int64(1), np.int64(8), np.int64(12), np.int64(17), np.int64(10), np.int64(9), np.int64(1), np.int64(6), np.int64(9), np.int64(17), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(12), np.int64(1), np.int64(12), np.int64(6), np.int64(1), np.int64(5), np.int64(6), np.int64(9), np.int64(1), np.int64(10), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(12), np.int64(2), np.int64(2), np.int64(1), np.int64(1), np.int64(3)]",594,134.10439499346612,20
gpt-5.2,Fruit,watermelon,"['firm', 'fibrous', 'grainy', 'bland', 'oblong', 'cool', 'large', 'sugary', 'hydrating', 'tough-skinned', 'mottled', 'oval', 'seedless', 'solid', 'perishable', 'flavorful', 'shareable', 'heavy', 'glossy', 'thick-rinded', 'soft', 'ripe', 'hard-rinded', 'crunchy', 'round', 'edible', 'smooth', 'tender', 'tough', 'vitamin-rich', 'messy', 'seedy', 'slippery', 'pink-fleshed', 'juicy', 'drippy', 'nutritious', 'thick-skinned', 'watery', 'fragrant', 'moist', 'summery', 'chilled', 'vibrant', 'green', 'waxy', 'red-fleshed', 'sweet', 'unripe', 'pulpy', 'overripe', 'hard', 'low-calorie', 'sticky', 'crisp', 'cold', 'succulent', 'fresh', 'aromatic', 'seasonal', 'thirst-quenching', 'striped', 'bulky', 'refreshing']","[np.int64(16), np.int64(10), np.int64(3), np.int64(2), np.int64(6), np.int64(4), np.int64(4), np.int64(3), np.int64(5), np.int64(1), np.int64(6), np.int64(9), np.int64(3), np.int64(1), np.int64(14), np.int64(11), np.int64(1), np.int64(6), np.int64(13), np.int64(1), np.int64(10), np.int64(15), np.int64(2), np.int64(4), np.int64(12), np.int64(17), np.int64(10), np.int64(9), np.int64(1), np.int64(11), np.int64(2), np.int64(13), np.int64(1), np.int64(1), np.int64(16), np.int64(1), np.int64(9), np.int64(9), np.int64(5), np.int64(17), np.int64(8), np.int64(2), np.int64(2), np.int64(6), np.int64(8), np.int64(7), np.int64(1), np.int64(14), np.int64(8), np.int64(12), np.int64(3), np.int64(3), np.int64(2), np.int64(6), np.int64(10), np.int64(1), np.int64(10), np.int64(17), np.int64(18), np.int64(12), np.int64(1), np.int64(3), np.int64(1), np.int64(10)]",449,100.17752001590141,30
gpt-5.2,Clothing,apron,"['plastic', 'waterproof', 'butcher', 'water-resistant', 'logoed', 'solid-colored', 'wraparound', 'canvas', 'flexible', 'durable', 'waist-length', 'linen', 'barista', 'short', 'waist', 'polyester', 'disposable', 'workshop', 'strapped', 'flame-retardant', 'grease-resistant', 'reusable', 'unisex', 'practical', 'colorful', 'protective', 'fitted', 'artist', 'sleeveless', 'craft', 'plain', 'adjustable', 'cooking', 'loose', 'belted', 'thin', 'hygienic', 'long', 'professional', 'striped', 'traditional', 'kitchen', 'wearable', 'simple', 'lightweight', 'stylish', 'cloth', 'comfortable', 'utilitarian', 'cotton', 'heat-resistant', 'reinforced', 'tied', 'domestic', 'bibbed', 'denim', 'absorbent', 'leather', 'embroidered', 'textile', 'pocketed', 'baking', 'clean', 'neutral', 'patterned', 'washable', 'non-slip', 'functional', 'full-length', 'thick', 'fabric', 'cross-back', 'printed', 'heavy-duty', 'workwear', 'server', 'grilling', 'vinyl', 'decorative', 'stain-resistant', 'crafting', 'gardening']","[np.int64(1), np.int64(6), np.int64(1), np.int64(7), np.int64(3), np.int64(7), np.int64(2), np.int64(3), np.int64(11), np.int64(16), np.int64(1), np.int64(4), np.int64(1), np.int64(5), np.int64(1), np.int64(7), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(1), np.int64(1), np.int64(6), np.int64(8), np.int64(9), np.int64(6), np.int64(14), np.int64(1), np.int64(4), np.int64(1), np.int64(7), np.int64(10), np.int64(1), np.int64(7), np.int64(5), np.int64(6), np.int64(2), np.int64(7), np.int64(1), np.int64(6), np.int64(4), np.int64(1), np.int64(3), np.int64(4), np.int64(16), np.int64(7), np.int64(1), np.int64(15), np.int64(4), np.int64(10), np.int64(1), np.int64(7), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(5), np.int64(6), np.int64(6), np.int64(2), np.int64(8), np.int64(1), np.int64(4), np.int64(7), np.int64(12), np.int64(9), np.int64(6), np.int64(5), np.int64(1), np.int64(7), np.int64(3), np.int64(1), np.int64(7), np.int64(3), np.int64(2), np.int64(1), np.int64(1), np.int64(1), np.int64(5), np.int64(2), np.int64(1), np.int64(1)]",371,92.19365436760282,21
gpt-5.2,Clothing,boot,"['waterproof', 'water-resistant', 'scuffed', 'sleek', 'canvas', 'flexible', 'tall', 'steel-toe', 'versatile', 'modern', 'durable', 'formal', 'buckled', 'sturdy', 'quick-drying', 'abrasion-resistant', 'short', 'cushioned', 'suede', 'outdoor', 'strapped', 'lug-soled', 'enclosed', 'odor-resistant', 'square-toe', 'polished', 'footwear', 'colorful', 'warm', 'protective', 'practical', 'classic', 'wedge-heeled', 'heavy', 'fitted', 'hiking', 'narrow', 'synthetic', 'adjustable', 'casual', 'flat', 'scuff-resistant', 'high-ankle', 'muddy', 'slip-on', 'rubber', 'shearling-lined', 'supportive', 'pull-on', 'military-style', 'breathable', 'fur-lined', 'lightweight', 'stylish', 'thick-soled', 'treaded', 'traction-enhancing', 'fashionable', 'firm', 'dusty', 'black', 'minimalist', 'comfortable', 'utilitarian', 'windproof', 'ankle-high', 'reinforced', 'glossy', 'insulated', 'grippy', 'tactical', 'lace-up', 'padded', 'scratch-resistant', 'matte', 'leather', 'pointed-toe', 'stitched', 'slip-resistant', 'riding', 'safety-rated', 'puncture-resistant', 'tan', 'structured', 'non-slip', 'calf-high', 'work-ready', 'brown', 'combat', 'bulky', 'snug', 'western', 'heeled', 'lined', 'roomy', 'stiff', 'streamlined', 'chunky', 'ventilated', 'white', 'thin-soled', 'knee-high', 'wide', 'rigid', 'heavy-duty', 'tough', 'winter', 'ankle-supporting', 'shock-absorbing', 'zippered', 'toe-capped', 'rugged', 'round-toe', 'weatherproof', 'mid-calf', 'ergonomic', 'steel-toed', 'hard-wearing']","[np.int64(6), np.int64(7), np.int64(2), np.int64(4), np.int64(3), np.int64(11), np.int64(1), np.int64(1), np.int64(8), np.int64(6), np.int64(16), np.int64(7), np.int64(4), np.int64(8), np.int64(7), np.int64(3), np.int64(5), np.int64(5), np.int64(3), np.int64(3), np.int64(3), np.int64(1), np.int64(1), np.int64(3), np.int64(1), np.int64(4), np.int64(2), np.int64(9), np.int64(10), np.int64(6), np.int64(8), np.int64(10), np.int64(1), np.int64(5), np.int64(14), np.int64(1), np.int64(2), np.int64(9), np.int64(10), np.int64(11), np.int64(3), np.int64(2), np.int64(1), np.int64(1), np.int64(3), np.int64(2), np.int64(1), np.int64(5), np.int64(2), np.int64(1), np.int64(15), np.int64(1), np.int64(16), np.int64(7), np.int64(2), np.int64(2), np.int64(1), np.int64(7), np.int64(3), np.int64(1), np.int64(5), np.int64(12), np.int64(15), np.int64(4), np.int64(3), np.int64(2), np.int64(7), np.int64(5), np.int64(6), np.int64(4), np.int64(1), np.int64(2), np.int64(6), np.int64(1), np.int64(7), np.int64(6), np.int64(2), np.int64(4), np.int64(2), np.int64(1), np.int64(2), np.int64(2), np.int64(2), np.int64(6), np.int64(6), np.int64(1), np.int64(1), np.int64(1), np.int64(1), np.int64(4), np.int64(9), np.int64(1), np.int64(3), np.int64(7), np.int64(5), np.int64(3), np.int64(2), np.int64(2), np.int64(3), np.int64(5), np.int64(2), np.int64(3), np.int64(3), np.int64(2), np.int64(3), np.int64(2), np.int64(2), np.int64(1), np.int64(2), np.int64(6), np.int64(1), np.int64(5), np.int64(1), np.int64(3), np.int64(1), np.int64(4), np.int64(2), np.int64(2)]",503,133.19913976487186,19
gpt-5.2,Clothing,earmuff,"['cold-resistant', 'cold-weather', 'snug', 'symmetrical', 'lined', 'unisex', 'foldable', 'comfortable', 'warm', 'protective', 'colorful', 'headbanded', 'banded', 'oval', 'windproof', 'flexible', 'plush', 'fitted', 'gentle', 'soft', 'bulky', 'insulating', 'insulated', 'adult-sized', 'noise-reducing', 'adjustable', 'durable', 'over-ear', 'synthetic', 'fuzzy', 'thick', 'plain', 'padded', 'round', 'resilient', 'faux-fur', 'elastic', 'sturdy', 'woolen', 'winter', 'ear-covering', 'non-irritating', 'cozy', 'secure', 'ergonomic', 'collapsible', 'portable', 'breathable', 'cushioned', 'sound-dampening', 'wearable', 'lightweight', 'compact', 'washable', 'stylish', 'patterned', 'knitted', 'moisture-wicking', 'hypoallergenic', 'fashionable']","[np.int64(1), np.int64(2), np.int64(9), np.int64(2), np.int64(7), np.int64(6), np.int64(2), np.int64(15), np.int64(10), np.int64(6), np.int64(9), np.int64(1), np.int64(1), np.int64(1), np.int64(3), np.int64(11), np.int64(1), np.int64(14), np.int64(1), np.int64(12), np.int64(4), np.int64(6), np.int64(6), np.int64(1), np.int64(1), np.int64(10), np.int64(16), np.int64(1), np.int64(9), np.int64(2), np.int64(7), np.int64(7), np.int64(6), np.int64(1), np.int64(4), np.int64(1), np.int64(4), np.int64(8), np.int64(3), np.int64(2), np.int64(1), np.int64(2), np.int64(4), np.int64(4), np.int64(4), np.int64(1), np.int64(2), np.int64(15), np.int64(5), np.int64(1), np.int64(3), np.int64(16), np.int64(3), np.int64(9), np.int64(7), np.int64(12), np.int64(4), np.int64(5), np.int64(3), np.int64(7)]",321,78.39792993707084,14
